    N    R        ALFA(gaia)        DELTA(gaia)      PARALAJE     ERROR     MOV.PR.ALF    ERROR     MOV.PR.DEL    ERROR        BP         ERROR        RP         ERROR         J         ERROR         H         ERROR         K         ERROR       3.6         ERROR        4.5        ERROR        5.8        ERROR       8          ERROR         W1         ERROR        W2         ERROR         W3        ERROR         W4        ERROR         V         ERROR        B-V        ERROR        U-B        ERROR        V-I        ERROR   
  ---   3.12   166.47589227300   -62.44320172510      0.2291      0.8296     -2.5010      1.5420      0.9620      1.2390     20.4587      0.2221     18.8421      0.0696      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.12   166.51566130900   -62.47562235920     -0.2752      0.3056     -7.0560      0.5850      2.2260      0.4230     19.9287      0.0690     18.0799      0.0225      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.13   166.51480330000   -62.47328215640      ------      ------      ------      ------      ------      ------     20.5994      0.4889     19.2916      0.1162      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.13   166.50244136100   -62.45776379890      ------      ------      ------      ------      ------      ------     19.7809      0.3190     19.5785      0.1402      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.13   166.50045236400   -62.51065684970      0.2799      0.3041     -3.4990      0.5310      2.1930      0.4110     19.9972      0.1009     18.2277      0.0380      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.13   166.38251834300   -62.53454009610      1.2823      0.4231     -1.4260      0.8160     -5.2690      0.6560     20.8517      0.1368     18.5473      0.0523      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.14   166.46825600300   -62.44021141010     -0.3370      1.4778    -12.5250      3.2770      4.4620      2.9480     20.8379      0.2907     19.3642      0.1392      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.14   166.51746991000   -62.48392029210      1.7194      0.7017     -0.1830      1.2330      1.6670      1.1390     20.5238      0.2492     19.1370      0.0709      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.14   166.32378867300   -62.44642672590      0.3605      0.3939     -3.9510      0.7040      1.4400      0.5680     20.5727      0.1018     18.7092      0.0424      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.14   166.29084739400   -62.48408470540      1.1218      0.5839     -7.0270      1.4560      6.2480      1.1490     20.6754      0.1655     18.9893      0.0751      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.16   166.36872004200   -62.43327203930     -2.2890      0.6945    -11.2500      1.5430     -7.2490      1.4630     21.0020      0.1735     18.8997      0.0969      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.17   166.40205117800   -62.53604117630      0.6942      0.0735     -4.2200      0.1390      9.5020      0.1120     17.6023      0.0124     16.1575      0.0075      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.17   166.42673536600   -62.53503746800      0.4301      0.4313     -6.6130      0.8580      4.5550      0.6830     20.1553      0.1570     18.5433      0.0420      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.17   166.33403453400   -62.52504279950      0.7560      0.4555     -2.5490      0.9230      1.7350      0.6960     20.6299      0.1337     18.7852      0.0591      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.17   166.31233009100   -62.45182158570      0.5374      0.3474     -4.7820      0.6060      1.0440      0.4970     20.2833      0.1665     18.3309      0.0400      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.17   166.29613729800   -62.50078578750      1.6825      0.6985     -4.2140      1.4800     -0.7270      1.1460     20.9347      0.1810     19.1015      0.0754      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.18   166.35971478800   -62.53210678870      0.6476      0.1817     -7.6800      0.2920      0.0020      0.2700     19.5526      0.0743     17.6214      0.0115      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.18   166.31713736500   -62.51778013720     -0.6065      0.8799     -9.6070      1.9150      5.2580      1.5880     21.1515      0.2016     19.2206      0.0822      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.18   166.29804748300   -62.46333809570      0.5833      0.3813     -6.3900      0.6680      2.2250      0.5280     20.4667      0.0852     18.3063      0.0395      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.18   166.43581028100   -62.43235421300      1.4765      0.3845     -7.3440      0.6800      1.6920      0.5420     20.5176      0.1116     18.4652      0.0740      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.18   166.44325915900   -62.43342432340      0.3785      1.4837     -9.9920      2.3320      1.9640      3.1520     20.9754      0.3281     19.2831      0.1508      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.18   166.43213165500   -62.43184315660      0.4307      0.8419     -8.4220      1.7290      2.6350      1.3550     20.5789      0.2496     19.3033      0.1102      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.19   166.47910264900   -62.52373407660      0.2338      0.7298    -12.1720      1.5110      5.5900      1.3200     20.9504      0.2151     18.9416      0.0528      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.19   166.29966315100   -62.46109314420      2.3243      0.4394     -4.3370      0.7360      2.2470      0.5970     19.0231      0.0470     16.4699      0.0124      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.19   166.30013973000   -62.50624437810      0.6196      0.4913     -6.5230      0.9600      2.3970      0.7320     21.1291      0.1369     18.7126      0.0647      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.20   166.50304996200   -62.51082486400     -1.1584      0.8125     -5.6040      1.6930      2.3460      1.5050     19.9671      0.2963     19.2707      0.0956      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.20   166.42589840800   -62.43087411390     -0.0634      0.6975     -6.5070      1.3210      1.1260      1.1280     20.4853      0.1984     18.8630      0.0851      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.21   166.40470671000   -62.53678794480     -0.0148      0.5173    -10.2240      1.1360      3.3640      0.9320     20.5419      0.1845     18.7788      0.0742      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.21   166.32916827500   -62.44258997930      1.0302      2.5447      0.8620      3.0330     -0.4020      2.5890     21.2546      0.2809     19.5425      0.1843      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.21   166.46491151700   -62.52898092650      0.5320      0.2646     -7.3120      0.5100      3.9520      0.4190     19.9197      0.1092     18.2649      0.0422      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.23   166.28941210300   -62.49224554340      0.5163      0.8485     -5.7240      1.8970      2.8280      1.5840     21.1237      0.2594     19.1773      0.0938      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.23   166.30619171300   -62.51248473510      0.2867      0.2725     -0.5460      0.5560      0.9520      0.4130     20.0973      0.1049     18.1259      0.0202      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.23   166.40196872900   -62.42943755610      1.9254      0.5488     -6.4070      0.9770     -1.0970      0.7910     20.7324      0.2137     18.8025      0.1598      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.23   166.32586509800   -62.44343166640      0.8016      0.9884     -6.1480      1.7880      2.6900      2.2690     19.8647      0.4858     19.0392      0.0605      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.24   166.29313835600   -62.46653131240     -0.9872      2.4943    -14.0540      3.4320      1.2830      3.5220     21.6842      0.4099     19.3892      0.1585      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.25   166.50177006200   -62.51328188740     -0.3393      0.2536     -6.6030      0.4570      2.5180      0.3530     19.9742      0.0975     18.0394      0.0339      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.25   166.36708162800   -62.53472282250      0.3050      0.4943     -7.5890      1.1380      5.1610      0.9310     20.5600      0.0943     18.9261      0.0744      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.25   166.32105692700   -62.44509262500      0.0992      0.7338     -8.6370      1.3550      3.2640      1.2330     20.9846      0.2039     18.9593      0.0886      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.25   166.31464146800   -62.51836123080     -0.3358      0.5968     -3.2120      1.3870     -3.4910      1.1160     21.0913      0.1681     19.0920      0.0747      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.27   166.41748636700   -62.53742901900      1.2146      0.5285     -7.3400      1.3440      3.7210      1.0510     20.8777      0.2395     18.8392      0.0886      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.27   166.28650369900   -62.48674670880      0.0561      0.6461     -6.0000      1.5610      0.1020      1.2130     21.0367      0.2221     19.0278      0.0839      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.27   166.45647155200   -62.43444778910     -0.7546      0.9340     -8.3240      1.9760      7.2280      1.6650     20.2167      0.2968     19.2532      0.0783      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.27   166.36428121700   -62.43197223110      0.0866      0.4050     -5.6570      0.7830     -0.0790      0.6960     20.4914      0.1447     18.6337      0.0721      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.28   166.38761979800   -62.42923885230      0.4697      0.9198     -4.9640      1.5670     -0.1500      1.4350     20.7890      0.2110     19.3494      0.0990      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.28   166.39207735500   -62.42900174600      0.6151      0.1841     -4.8410      0.3120      3.9870      0.2970     18.2810      0.1173     17.1700      0.0661      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.28   166.29670459300   -62.46063511780     -2.7700      2.3954     -4.1050      4.0610      0.8350      2.5490     21.0746      0.4061     19.4452      0.1155      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.28   166.52216936400   -62.48721521220      ------      ------      ------      ------      ------      ------     20.0156      0.0674     19.6805      0.1826      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.28   166.50716471800   -62.51037556260     -0.1510      0.1360     -6.9150      0.2800      3.2350      0.2260     18.8410      0.0675     17.0350      0.0099      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.28   166.44554064800   -62.53457940270     -0.2410      0.4281     -7.4330      0.7410      3.1840      0.5670     20.7746      0.1807     18.6766      0.0645      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.28   166.32282296700   -62.52302557870      1.1093      0.6141     -8.9190      1.3720      3.0400      1.0890     20.9464      0.1866     18.7449      0.0564      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.28   166.32728692400   -62.44175870970      0.3757      0.1068     -9.0130      0.1750      2.7450      0.1540     18.3223      0.0378     16.6267      0.0145      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.29   166.40164733900   -62.53809806810      0.2821      0.3994     -6.7260      0.7860      2.1520      0.6200     20.3740      0.1376     18.6671      0.0412      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.30   166.49741992400   -62.51744194760      0.3841      0.3864     -5.2220      0.7180      0.8670      0.5650     19.7597      0.2324     18.2918      0.0693      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.30   166.48215724600   -62.44176034740      ------      ------      ------      ------      ------      ------     20.9664      0.3123     19.0161      0.1508      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.30   166.51793475400   -62.49981321460     -1.0428      0.7362     -2.7210      1.4690     -2.0790      1.2800     20.9129      0.1794     18.9176      0.0700      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.31   166.50168695100   -62.45161266990     -0.4931      0.6670     -7.5940      1.2020     -1.2480      0.9440     20.6790      0.2025     19.1474      0.1016      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.30   166.31251846800   -62.51854260160      ------      ------      ------      ------      ------      ------     21.9573      0.3616     19.5206      0.2162      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.31   166.29012194200   -62.46732323530     -1.4938      0.6792     -5.6420      1.6040      1.9540      1.2640     21.1614      0.1918     18.9971      0.1066      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.31   166.30721978400   -62.45122093310      ------      ------      ------      ------      ------      ------     21.9171      1.0672     19.6691      0.2138      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.31   166.44699717100   -62.53484841920      0.6506      0.2557     -5.3780      0.4260      2.1750      0.3470     20.0777      0.0642     18.1050      0.0242      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.32   166.48785393000   -62.44375427080      1.5558      0.9180     -5.4020      1.8450      5.7430      1.5350     20.4041      0.1720     19.0542      0.0887      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.32   166.37783779700   -62.53731606340      ------      ------      ------      ------      ------      ------     18.3062      0.0210     16.6859      0.0181      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.33   166.50580226900   -62.51285413310      ------      ------      ------      ------      ------      ------     20.9429      0.8951     19.4537      0.1480      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.34   166.35381034600   -62.43280748750     -0.1163      0.7105     -5.5910      1.3380      1.2470      1.1900     21.2568      0.1667     19.0395      0.0989      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.34   166.34133370000   -62.53077300920     -0.3287      0.4856     -4.1000      0.9800     -0.6940      0.7650     20.9323      0.1545     18.9425      0.0689      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.34   166.52460159300   -62.48051888970      0.0405      0.2112     -5.3860      0.3550      0.7600      0.2900     19.5255      0.1013     17.6559      0.0427      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.34   166.41200110400   -62.53891090060      0.3357      0.5056     -2.4030      1.0210     -1.9000      0.7940     20.8091      0.1701     18.5589      0.0454      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.35   166.47253597200   -62.52930978040      0.6824      1.2885     -6.1350      2.9380      6.2440      2.6120     20.6988      0.3616     19.4963      0.1296      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.35   166.49054995100   -62.44434415770     -0.1479      0.5192     -9.4380      0.8570      0.4670      0.6520     20.1885      0.1210     18.7004      0.0669      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.35   166.31472880400   -62.44584515270      2.5821      1.0067     -7.3450      2.1620      4.3680      1.7670     20.9045      0.1495     19.0516      0.0703      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.35   166.41773935900   -62.42775746690      ------      ------      ------      ------      ------      ------     20.7036      0.5043     18.9176      0.3286      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.36   166.51641979400   -62.50433875310     -0.7392      0.6684     -8.9160      1.3350      3.2390      1.1350     20.9482      0.1693     18.9473      0.0593      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.35   166.28592773300   -62.49509918480      0.2774      0.3140     -7.3020      0.6880      2.2640      0.5360     20.5303      0.0922     18.3166      0.0415      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.35   166.29775609400   -62.50994655780      0.7446      0.8430     -6.5810      1.5950      3.0440      1.2720     20.4138      0.4428     19.3152      0.0968      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.36   166.52234117000   -62.49564667540      ------      ------      ------      ------      ------      ------     21.3228      0.3158     19.1363      0.1765      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.36   166.48189099400   -62.44037936740     -0.0455      0.4801     -9.7300      0.8090      4.0240      0.6400     20.3424      0.1113     18.4651      0.0497      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.36   166.43726640900   -62.53715150130      ------      ------      ------      ------      ------      ------     20.8724      0.2510     19.3634      0.1067      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.36   166.52528243500   -62.48656142030     -0.1759      1.1095    -10.4470      1.8490     -0.0590      2.1540     20.8888      0.2937     19.1810      0.0592      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.36   166.46010778000   -62.43364092890      1.8219      2.1500     -8.8780      3.1100      6.8430      3.3290     21.2763      0.3270     19.1155      0.2412      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.37   166.39038574500   -62.53909855680      0.1493      0.4601     -7.3420      0.8440      1.8780      0.6590     20.6474      0.1225     18.7465      0.0405      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.37   166.31516055300   -62.52158722720      0.4199      0.6477     -6.4140      1.4240      3.0230      1.1500     20.7937      0.1404     19.1398      0.0686      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.38   166.41868470500   -62.53920431750      1.3616      0.6568    -10.2760      1.4240      5.4310      1.1490     20.9420      0.2548     19.2233      0.0522      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.38   166.37581852000   -62.42852680590      0.9947      0.6402     -7.5530      1.3560      1.8180      1.1750     20.7317      0.2266     19.0841      0.0642      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.38   166.43027646300   -62.53838052710      0.0707      0.3386     -6.9070      0.6700      2.2520      0.5320     20.3062      0.1186     18.4168      0.0439      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
