    N    R        ALFA(gaia)        DELTA(gaia)      PARALAJE     ERROR     MOV.PR.ALF    ERROR     MOV.PR.DEL    ERROR        BP         ERROR        RP         ERROR         J         ERROR         H         ERROR         K         ERROR       3.6         ERROR        4.5        ERROR        5.8        ERROR       8          ERROR         W1         ERROR        W2         ERROR         W3        ERROR         W4        ERROR         V         ERROR        B-V        ERROR        U-B        ERROR        V-I        ERROR   
  ---   6.73   254.79394008700   -40.12403634450     -0.3248      1.6573      0.2820      3.8450     -9.7350      2.4380     20.2108      0.0966     18.5251      0.0400      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   6.73   255.01798932400   -40.11217475960      ------      ------      ------      ------      ------      ------     20.1677      0.4366     19.8835      0.1744      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   6.75   254.84059289600   -40.09183890740      ------      ------      ------      ------      ------      ------     20.8777      0.1644     19.4052      0.1377      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   6.76   254.83793975100   -40.09278952380      ------      ------      ------      ------      ------      ------     21.0743      0.2665     19.1148      0.0748      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   6.77   254.84684116800   -40.08902345750     -1.0444      0.7814     -0.5270      2.0220     -2.4380      1.2910     20.5468      0.2377     18.1987      0.0262      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   6.77   254.86321915300   -40.29639379770      ------      ------      ------      ------      ------      ------     20.2255      0.0733     18.6832      0.0410      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   6.84   254.85473403700   -40.08484059010      0.8502      0.1095      1.3600      0.2240      1.0780      0.1500     17.8780      0.0095     16.0875      0.0109      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   6.91   254.89806747000   -40.30465636680      ------      ------      ------      ------      ------      ------     20.8665      0.2668     19.1070      0.0823      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   6.91   254.82654228900   -40.09534907380      0.6657      0.5169     -0.5600      1.2460     -1.2040      0.7970     20.3729      0.0903     18.2920      0.0259      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   6.93   255.03461682500   -40.12203365010      2.0428      0.8978    -10.4630      2.8080    -30.5170      1.6990     21.7982      0.1523     19.2515      0.0639      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   6.93   255.01556802700   -40.10552072420      0.7237      0.2001      6.0950      0.3290     -3.9850      0.2340     19.0478      0.0214     17.2756      0.0082      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   6.93   254.93712287300   -40.07597242180      0.9356      0.7377      3.0230      1.8430      1.1720      1.2630     20.9891      0.3882     18.6350      0.0419      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   6.95   254.88755483400   -40.30431242780      0.3964      1.2664     -5.0120      2.3060     -7.6400      1.5390     20.4359      0.1363     18.5850      0.0508      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   6.96   254.99709460300   -40.28641787630      1.0418      0.2987     -7.4980      0.5670     -4.7440      0.3710     19.7226      0.0626     17.7193      0.0181      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   6.99   254.97464706400   -40.08357887430      0.3616      0.7125      0.3950      2.2220    -10.0330      1.3570     20.9011      0.3310     18.9318      0.0577      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.01   254.85320477300   -40.29771316510     -0.7962      1.3707     -4.4290      2.2240     -3.5350      1.6070     20.4308      0.0898     17.9231      0.0453      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.02   254.86340259000   -40.30078528930      1.5458      0.2677     -4.3380      0.4610     -0.9190      0.2960     18.8415      0.0283     16.8714      0.0104      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.04   254.99963690800   -40.09344717690      ------      ------      ------      ------      ------      ------     20.8204      0.3634     19.4053      0.0962      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.05   254.83294601900   -40.08946652500      ------      ------      ------      ------      ------      ------     21.5571      0.2119     19.3206      0.0622      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.06   254.84005614100   -40.08612153280      0.9002      0.1548     -2.6130      0.3300     -0.6210      0.2190     18.6438      0.0230     16.8191      0.0084      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.07   254.84724963700   -40.29677455280      ------      ------      ------      ------      ------      ------     20.1983      0.1304     18.6535      0.0426      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.09   254.89864607200   -40.30768461000      0.0493      1.0023     -0.6500      1.7010     -1.4120      1.2120     20.5377      0.1720     18.2867      0.0306      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.10   254.87169752200   -40.30418523480      ------      ------      ------      ------      ------      ------     20.5270      0.1640     19.0456      0.0565      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.11   255.01520457300   -40.10133520600      1.3876      0.0752     -5.9840      0.1150     -5.9430      0.1050     15.2902      0.0639     13.7702      0.0651      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.15   254.97563155100   -40.08113361140      4.5221      0.7514    -47.7590      2.5970    -41.1610      1.5980     21.0021      0.4680     18.7121      0.0383      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.15   254.89364447800   -40.30827549330      ------      ------      ------      ------      ------      ------     20.9892      0.2046     18.7210      0.0819      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.16   254.91384363500   -40.07064790070      ------      ------      ------      ------      ------      ------     22.4035      0.1822     19.2551      0.0977      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.17   254.79025806300   -40.26457359270      ------      ------      ------      ------      ------      ------     20.1025      0.3063     18.8814      0.0462      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.17   254.83656047400   -40.29455092610      ------      ------      ------      ------      ------      ------     20.1823      0.1530     18.6242      0.0447      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.18   255.00926497600   -40.09590993820      2.4219      0.8073     -3.3540      2.4610     -2.9980      1.5260     21.4157      0.3044     18.8910      0.0533      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.19   254.87919193500   -40.30703227780      ------      ------      ------      ------      ------      ------     20.5686      0.1384     18.7725      0.0367      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.19   254.86504485400   -40.30420087350      1.1630      0.7524     -3.5260      1.2220     -2.5890      0.8590     20.0353      0.0721     18.1323      0.0249      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.19   254.84105199800   -40.29664196860      1.4276      0.1741     -3.2710      0.2370    -11.9680      0.1940     17.6994      0.0086     15.9624      0.0075      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.20   254.94100991500   -40.30809809920      ------      ------      ------      ------      ------      ------     20.8811      0.1456     19.1915      0.0533      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.22   254.85678868100   -40.30261568910      4.6249      1.9232     -8.5190      3.2190     -3.9630      2.1680     20.7732      0.1556     18.5095      0.0238      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.23   254.85267923500   -40.30159173610     -1.2462      0.9955      4.0530      1.6050     -1.6600      1.1570     20.3001      0.0874     18.2843      0.0258      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.25   254.81760764000   -40.28676838100      ------      ------      ------      ------      ------      ------     19.7813      0.0900     18.1632      0.0505      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.27   254.79875742700   -40.27459994690      ------      ------      ------      ------      ------      ------     19.4427      0.0565     17.8833      0.0327      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.28   254.94863336600   -40.07180754240      ------      ------      ------      ------      ------      ------     19.6621      0.5887     19.6377      0.1096      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.29   254.81099861100   -40.28355795960      5.1275      2.0737     -2.0790      3.6290     -5.0010      1.9200     19.6359      0.0716     18.1365      0.0214      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.29   255.02489326800   -40.27617246220      ------      ------      ------      ------      ------      ------     21.5411      0.2279     19.0971      0.0551      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.31   254.80236870500   -40.27826928520      0.8408      1.4338      1.1320      3.3910     -2.4060      1.8420     19.6452      0.0603     18.1610      0.0177      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.32   254.84518360800   -40.07941943810      ------      ------      ------      ------      ------      ------     21.7920      1.2155     19.2180      0.0040      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.32   254.83531876700   -40.29692322250      ------      ------      ------      ------      ------      ------     20.3068      0.1421     18.5141      0.0335      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.34   254.80506912700   -40.09941936080      ------      ------      ------      ------      ------      ------     20.2248      0.1182     18.6904      0.0439      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.35   255.02217411100   -40.10075269210     -0.2173      0.7653     -4.2080      2.1020     -6.1690      1.3610     20.5945      0.1358     18.6687      0.1121      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.35   255.00995429700   -40.28735894590      ------      ------      ------      ------      ------      ------     20.8953      0.2920     19.4479      0.1197      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.37   254.82821693400   -40.08551378240      ------      ------      ------      ------      ------      ------     20.9852      0.1934     18.8351      0.0702      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.37   254.96416433600   -40.07376199970      ------      ------      ------      ------      ------      ------     21.6974      0.2737     18.9638      0.0334      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.37   254.81034680500   -40.09524432380      ------      ------      ------      ------      ------      ------     20.4281      0.1215     18.7830      0.1084      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.37   255.02276705000   -40.27956121600      1.1533      0.7187     -2.8380      2.1530     -5.7760      1.2650     20.6500      0.1723     18.6808      0.0667      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.39   254.84016391800   -40.30009360180      ------      ------      ------      ------      ------      ------     20.2852      0.1150     18.5896      0.0392      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.39   255.03234824500   -40.27262697350      ------      ------      ------      ------      ------      ------     20.2510      0.5309     19.6713      0.1045      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.41   254.97420423500   -40.07588489940      ------      ------      ------      ------      ------      ------     20.9327      0.2221     19.4450      0.0428      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.41   254.94980395400   -40.31022982460      0.7910      0.0865     -2.9740      0.1890     -3.2690      0.1330     17.4710      0.0071     15.7495      0.0036      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.42   254.80115686200   -40.27988311530      0.4980      0.2229     -0.7690      0.3640     -4.0780      0.2570     18.1324      0.0155     16.6115      0.0076      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.45   254.96501922000   -40.30744852520      ------      ------      ------      ------      ------      ------     21.0243      0.2224     19.0756      0.0609      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.45   254.82645536500   -40.29531165040      ------      ------      ------      ------      ------      ------     20.0677      0.2068     18.4221      0.1026      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.45   254.94172572200   -40.31210518000      ------      ------      ------      ------      ------      ------     21.0590      0.1709     19.1138      0.0688      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.46   254.82335268900   -40.08612519060      ------      ------      ------      ------      ------      ------     21.4438      0.3309     18.6016      0.0396      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.54   254.95673425900   -40.31105054620      ------      ------      ------      ------      ------      ------     21.6254      0.1619     19.0681      0.0441      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.56   254.81016345200   -40.28894664530      ------      ------      ------      ------      ------      ------     20.0183      0.1849     18.5870      0.0449      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.56   254.78863694100   -40.27332154210      1.0842      0.7084     -5.1850      0.6660     -7.8220      0.5850     19.3700      0.0556     17.5878      0.0357      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.61   254.94938489900   -40.31368532320      ------      ------      ------      ------      ------      ------     20.9892      0.2495     18.7718      0.0419      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.65   254.85873167800   -40.31068039000      1.1826      0.3218     -0.1900      0.3720     -6.6480      0.2900     19.0636      0.0291     17.2205      0.0147      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.68   254.79182346700   -40.27889185470      ------      ------      ------      ------      ------      ------     19.3179      0.2219     18.3573      0.0294      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.68   254.79323277800   -40.28000653460      0.4204      1.4648     -1.5240      3.1180     -2.2000      1.9850     19.1962      0.6582     18.2260      0.1250      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.69   254.79036497300   -40.27805027890     -0.1457      0.3890     -2.6870      0.5030     -1.8270      0.3790     19.9007      0.0875     16.6025      0.0052      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.73   254.84309196500   -40.30745811670     -1.2033      1.1694     -4.0100      1.9120     -8.0430      1.3380     20.2656      0.1025     18.4202      0.0333      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.74   254.81066830500   -40.29296049240      ------      ------      ------      ------      ------      ------     20.4558      0.3820     18.6258      0.0457      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.75   254.85816164300   -40.06776356410      1.9046      0.5591     -1.9170      1.3650     -3.7860      0.8540     20.6546      0.1571     18.1824      0.0283      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.75   254.97350468700   -40.31051635290      ------      ------      ------      ------      ------      ------     20.7062      0.2943     19.4795      0.0860      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.77   254.80188556100   -40.28832841540      1.4915      1.3753     -6.9730      2.8220     -4.0380      1.8130     19.9797      0.0863     18.4207      0.0247      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.79   254.84374025200   -40.07138677230      ------      ------      ------      ------      ------      ------     21.1015      0.1628     18.9466      0.0482      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.79   254.78912898900   -40.27944171640      2.0798      1.4083      6.1400      3.4250    -12.8290      1.8930     19.8257      0.1274     18.0558      0.0265      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.80   254.83715309300   -40.30667511210      ------      ------      ------      ------      ------      ------     20.4435      0.1052     18.7255      0.0582      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.81   254.78857647000   -40.27945251360      ------      ------      ------      ------      ------      ------     19.5243      0.4718     18.2441      0.1944      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.83   254.84106502400   -40.30861026110      ------      ------      ------      ------      ------      ------     20.5830      0.1112     18.8034      0.0625      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.84   255.03357196300   -40.09789433370      ------      ------      ------      ------      ------      ------     21.8523      0.5051     19.6910      0.1315      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.84   254.79192359700   -40.28276105130      ------      ------      ------      ------      ------      ------     20.4903      0.1446     18.6635      0.0608      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.86   254.83041417600   -40.30510439960      ------      ------      ------      ------      ------      ------     20.0319      0.1059     18.5516      0.0375      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.86   254.81612261400   -40.29850201370      ------      ------      ------      ------      ------      ------     20.4393      0.1067     18.8151      0.0529      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.93   254.82199519000   -40.30264792290      0.6370      0.1059     -1.2020      0.1230     -5.1100      0.1160     16.6439      0.0034     14.9118      0.0093      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.97   254.84193358200   -40.31140225240      ------      ------      ------      ------      ------      ------     20.5622      0.1622     18.7432      0.0547      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.99   254.83523782300   -40.30937300660      ------      ------      ------      ------      ------      ------     20.1251      0.3193     18.6022      0.1090      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.99   254.81871668700   -40.30238288460      ------      ------      ------      ------      ------      ------     19.6396      0.0609     18.7969      0.0427      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
