    N    R        ALFA(gaia)        DELTA(gaia)      PARALAJE     ERROR     MOV.PR.ALF    ERROR     MOV.PR.DEL    ERROR        BP         ERROR        RP         ERROR         J         ERROR         H         ERROR         K         ERROR       3.6         ERROR        4.5        ERROR        5.8        ERROR       8          ERROR         W1         ERROR        W2         ERROR         W3        ERROR         W4        ERROR         V         ERROR        B-V        ERROR        U-B        ERROR        V-I        ERROR   
  ---   2.20   112.55493313800   -18.54015571250     -0.2085      0.6423     -3.8570      0.7880      3.9110      0.8570     20.9712      0.0692     18.9883      0.0239      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   2.20   112.48268606500   -18.51743803980      0.9958      0.3145      0.1260      0.4190      4.8550      0.4610     20.3002      0.0565     18.2667      0.0152      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   2.22   112.49865636000   -18.50211416350      0.8322      0.4843     -5.0460      0.6780     -3.0760      0.7320     21.0653      0.1163     18.6946      0.0224      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   2.23   112.48829664300   -18.50937961220      2.1379      1.2714     -0.5070      2.0870     -0.1320      2.2590     21.3512      0.1632     19.4849      0.0569      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   2.27   112.53015936700   -18.49944090600      0.3874      0.5434     -3.1110      0.7170      4.3910      0.9610     20.7364      0.0673     18.9182      0.0248      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   2.28   112.47826786000   -18.54553433190     -0.6945      0.6241     -0.4010      0.7990      1.9090      0.9400     20.8536      0.0932     19.0497      0.0283      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   2.30   112.48370984100   -18.55717377890      0.8519      0.6405     -4.4120      0.8100      1.1520      0.9020     21.1729      0.1066     18.9658      0.0282      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   2.35   112.49247553600   -18.50335733570      1.8801      1.2566      0.6450      1.5600      0.9370      1.6170     21.6704      0.1417     19.2881      0.0422      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   2.37   112.54132403000   -18.56679954560      0.9636      0.4845     -1.3470      0.6090      4.0640      0.7080     20.8379      0.0922     18.7440      0.0247      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   2.37   112.48818099500   -18.56383031640      0.7873      1.1759    -13.8010      1.6140     12.2670      2.1110     21.1221      0.1501     19.3011      0.0362      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   2.38   112.55845911000   -18.53739733650     -0.2347      1.0646      0.5390      1.5060     -2.3460      1.6160     21.5242      0.1223     19.2827      0.0444      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   2.40   112.52411254600   -18.49554928580      0.1734      0.7513      3.5340      1.0850      0.7590      1.1220     21.3299      0.1293     19.4201      0.0336      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   2.43   112.49249073100   -18.50157748760      0.1424      0.6057      3.1120      0.8440      5.2470      0.8860     21.2955      0.0952     18.9236      0.0281      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   2.44   112.52552071700   -18.49518000660      2.3823      0.5264     -1.4090      0.6810     -6.5060      0.7570     21.3906      0.1089     18.6038      0.0187      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   2.44   112.53521391800   -18.49829019040      0.7687      0.4761     -1.2200      0.6510      1.5410      0.6920     20.5608      0.0614     18.8484      0.0306      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   2.46   112.47725279100   -18.55183046070      0.6702      0.8775     -0.8290      1.1570      3.0020      1.3730     21.4962      0.1318     19.1608      0.0292      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   2.50   112.53187506800   -18.49590639490      0.6675      0.7691      0.0680      1.0380     -5.9330      1.2880     21.3626      0.1383     19.1119      0.0362      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   2.50   112.47411271700   -18.54512606070      0.1670      0.3301     -3.7030      0.4560      5.0000      0.5010     20.5421      0.0690     18.3155      0.0124      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   2.51   112.47315657400   -18.54146023760      1.7271      0.4864     -1.1610      0.6710      4.4720      0.7360     20.9568      0.0834     18.8887      0.0223      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   2.51   112.48810558700   -18.56682750540      0.2436      0.3180     -2.0220      0.4380      1.7430      0.4750     19.9943      0.0459     18.2764      0.0127      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   2.51   112.52933681600   -18.57505864560     -1.7933      1.2663     -5.4430      1.5060     -1.5570      1.7590     20.7001      0.0729     18.8349      0.0237      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   2.52   112.49828291900   -18.57311378400     -1.3750      0.6960     -0.3840      0.8750      3.1310      1.0310     21.1070      0.0920     19.2531      0.0317      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   2.53   112.56024284400   -18.52677541100     -0.4400      0.5955     -3.4300      0.7770      0.9760      0.9110     21.0347      0.0875     19.0721      0.0220      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   2.54   112.54189726400   -18.56998860330      1.4810      0.5710      0.1860      0.7010      4.9250      0.8070     20.8076      0.0765     18.8208      0.0201      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   2.55   112.55388549100   -18.55860889190     -0.1698      0.3378     -0.7920      0.4340     -2.6950      0.5570     20.2653      0.0520     18.3768      0.0159      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   2.55   112.50619431700   -18.57635898300      0.4343      0.3748     -3.5630      0.4790      4.8160      0.5420     20.4788      0.0691     18.5983      0.0194      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   2.56   112.47174974700   -18.53660401580      0.4389      0.3653     -3.8480      0.5120      7.5960      0.5550     20.5218      0.0694     18.4898      0.0205      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   2.56   112.49806066900   -18.49611859270      0.4710      0.6654     -2.7670      0.9330      2.6850      0.9760     21.5382      0.1830     18.8870      0.0280      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   2.57   112.55861784100   -18.55076021710     -0.1561      0.5766     -2.0120      0.7220      0.1020      0.7670     20.8161      0.0594     18.8841      0.0212      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   2.57   112.48471105700   -18.50479654210      2.2607      0.6836      3.5700      0.9580      5.4940      0.9970     21.5299      0.1387     18.7724      0.0419      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   2.57   112.52234474400   -18.57758168780      0.1808      0.2464     -2.9950      0.3240      3.9770      0.3660     19.6097      0.0311     17.9682      0.0142      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   2.57   112.51016525900   -18.57745996470      2.4950      0.4161      1.3230      0.4780    -10.2940      0.5410     20.0915      0.0509     18.0321      0.0137      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   2.62   112.53230754500   -18.57600332980      1.2265      1.4290     -4.0690      1.4790      3.9060      1.9980     20.9051      0.1007     18.8912      0.0341      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   2.61   112.54768434400   -18.50281347590      1.0405      0.8045     -2.5200      0.8960      0.8050      1.0230     21.1449      0.1549     18.7312      0.0243      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   2.64   112.50619772400   -18.57778368020      2.1514      1.9564     -2.2600      2.4000     -0.1510      3.1390     20.7392      0.2992     19.3786      0.0451      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   2.64   112.51591264300   -18.57902907860      0.8625      1.5537     -3.0960      1.4490      3.4920      1.9440     21.0980      0.1434     19.0757      0.0419      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   2.65   112.56260249200   -18.54207310680      0.5146      0.4106     -0.5340      0.5370      2.9530      0.6050     20.3081      0.0645     18.4007      0.0186      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   2.66   112.47755731000   -18.51072689500     -1.2601      1.3133     -3.2590      3.1090      3.7410      2.9760     21.1979      0.1801     19.5091      0.0663      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   2.69   112.46992590900   -18.54198591830      3.2345      2.1360      1.3710      2.4500      4.4010      1.9520     20.7140      0.2458     19.3900      0.0933      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   2.70   112.55378295800   -18.56302582390     -1.9260      0.7722     -1.6060      1.0800      2.0160      1.1570     21.1024      0.1016     19.1872      0.0292      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   2.71   112.49887383600   -18.49317734710      3.2201      1.2924     -6.4080      1.6930     -1.1520      1.7630     22.2811      0.2524     19.1328      0.0404      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   2.75   112.49952998600   -18.57777358750      0.2607      0.1930     -1.9950      0.2410      2.7780      0.2890     19.2158      0.0192     17.6471      0.0073      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   2.75   112.49578478500   -18.49363941840      0.6870      0.4612     -0.1390      0.6300     -2.7310      0.6880     20.9013      0.1033     18.8184      0.0273      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   2.75   112.51044218500   -18.58048984090      0.3894      0.1785     -0.2580      0.2140     -0.5110      0.2400     18.9851      0.0178     17.4558      0.0055      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   2.77   112.48647716300   -18.57123526900      0.1304      0.9404      0.4410      1.2790     -0.8460      1.3380     21.2050      0.1297     19.2206      0.0326      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   2.79   112.49215496000   -18.49479801680      2.3555      0.6625     -4.3840      0.9170      1.4900      0.9450     21.7185      0.2123     18.9251      0.0263      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   2.81   112.51739591500   -18.48825403830      3.2390      2.3509     -4.0930      3.8650     -5.1430      2.9960     21.8068      0.4500     19.6379      0.0969      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   2.83   112.53728589700   -18.57797426560      0.6870      0.3917     -0.1520      0.4860      0.5360      0.5750     20.3294      0.0434     18.4172      0.0130      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   2.84   112.52093898400   -18.58219116450      0.4228      0.7748     -0.7330      0.8670      1.0230      1.0970     20.5546      0.0637     18.8868      0.0208      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   2.85   112.47620248600   -18.50700172040     -0.3944      0.5209     -1.2580      0.6600      0.1470      0.6920     20.9117      0.0938     18.7655      0.0221      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   2.86   112.47954106900   -18.50301343330      0.4228      0.4976     -5.1140      0.6940      2.8490      0.7230     21.0592      0.0991     18.8057      0.0279      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   2.87   112.46949695300   -18.55207702990      0.2148      0.3942      0.0370      0.5120     -9.1780      0.5890     20.7372      0.0738     18.4535      0.0166      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   2.89   112.47419815000   -18.50851311690      0.0723      0.8383     -1.3960      1.1610      4.8920      1.1520     21.5212      0.1284     19.2304      0.0320      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   2.90   112.52684245900   -18.58231448920      0.6459      0.3694     -1.7300      0.4620      1.0360      0.5360     20.1973      0.0419     18.4364      0.0130      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   2.95   112.52571535300   -18.58343182820      0.6559      0.1060     -2.0560      0.1240      2.0650      0.1460     17.6009      0.0338     16.1602      0.0347      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   2.96   112.53148515600   -18.58224549440      0.6010      2.0602      1.3160      1.7550      2.8080      2.5620     20.8009      0.1583     19.2264      0.0438      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.00   112.49237938100   -18.49065307480     -0.4235      0.7767      2.4020      1.0500     -1.2100      1.0530     21.0799      0.1786     19.3100      0.0404      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.00   112.53379214700   -18.58227280370     -3.5839      0.9803     -2.0230      1.0870    -10.4730      1.1970     20.4617      0.0626     18.7678      0.0212      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.01   112.56843521600   -18.52428701160      0.9075      0.4777     -1.7600      0.6240     -0.0690      0.6870     21.0112      0.0866     18.7666      0.0196      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.02   112.48123015200   -18.49753329700      1.1149      0.6603      0.8370      0.8510      0.6920      0.8450     21.0325      0.0920     19.1201      0.0418      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.02   112.53485458200   -18.58232457080     -0.4043      1.1122     -1.7440      1.2880      1.3560      1.5480     20.6052      0.2134     19.2770      0.0451      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.02   112.53455060400   -18.48758034960     -1.5393      0.9664     -5.0810      1.3430      8.3420      1.6220     21.6760      0.1239     19.2856      0.0348      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.03   112.52879531800   -18.58417599760      1.3048      2.1429      0.3180      2.1540      3.9650      3.2120     21.1654      0.1671     19.1688      0.0404      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.03   112.56267581800   -18.56054230260      0.7240      0.3570     -0.2390      0.4460      3.9530      0.5170     20.5082      0.0516     18.3057      0.0129      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.06   112.52153300000   -18.58586344840      1.4461      0.7259      2.3240      0.9070      4.5600      1.0220     20.8265      0.0718     18.8948      0.0272      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.06   112.47975663400   -18.49783292850      5.0766      2.9702     -2.5570      2.6890     -2.3560      4.0060     21.1917      0.1750     19.5715      0.0698      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.07   112.51525341100   -18.58608093130      0.2251      0.8072     -2.6840      0.9380      2.5710      1.2810     20.8718      0.1033     19.0474      0.0260      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.11   112.46558364800   -18.51646138480      1.1179      0.9250     -2.7850      1.1860      2.5080      1.5440     21.3018      0.1449     19.4741      0.0386      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.12   112.47309488400   -18.56641709760      0.2214      0.5516     -1.7920      0.6940      1.7290      0.7490     20.8460      0.0796     18.9489      0.0296      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.13   112.46209691800   -18.54180179940      0.3930      0.7898     -2.0840      1.1810      0.9950      1.1180     21.3929      0.1162     19.4449      0.0343      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.14   112.48245274400   -18.57594294230      0.9318      0.6577     -1.2540      0.8570      2.9270      0.9530     21.4185      0.1328     19.1200      0.0314      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.18   112.57144806300   -18.52452602360      0.7780      0.3961     -1.8330      0.5250     -0.4280      0.6000     20.7082      0.0989     18.5303      0.0221      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.21   112.52920889700   -18.58711327960      0.7699      0.8144     -1.4270      1.0110      2.9490      1.1160     20.6673      0.0948     18.7184      0.0225      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.21   112.56835916800   -18.55659925030      0.9518      0.9719     -1.1600      1.1820      0.5200      1.3270     21.4370      0.1250     19.2068      0.0303      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.23   112.53624208900   -18.58558380130      1.2383      1.4199     -3.7560      1.4740     -0.0810      1.6810     21.2652      0.1619     19.0953      0.0339      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.25   112.47035021800   -18.56661238950      ------      ------      ------      ------      ------      ------     21.6769      0.1922     19.5240      0.0887      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.25   112.46157138200   -18.54922291530     -0.0378      0.3537     -2.5550      0.4850     -0.5040      0.5270     20.5619      0.0557     18.5393      0.0191      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.26   112.56537620000   -18.56359588190      0.2168      0.8217      3.5450      0.8880     -0.6410      1.0450     20.7481      0.0759     18.5548      0.0143      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.28   112.47732726300   -18.57491582470      1.3468      1.0328      1.1170      1.2670      0.9880      1.3690     21.1173      0.1454     19.4409      0.0651      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.29   112.56849371900   -18.51077286630     -0.0676      0.2843     -0.6270      0.3880      2.4420      0.4490     20.1002      0.0457     18.2418      0.0109      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.29   112.50407069400   -18.58848174020      0.7968      0.2523     -1.3200      0.3200      0.6010      0.3740     19.7270      0.0223     18.0799      0.0099      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.29   112.57361504500   -18.54474729620      1.1707      0.9073      0.9330      1.2470      1.0630      1.3880     21.0860      0.1222     19.4346      0.0514      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.30   112.55328010500   -18.49234223790      1.1822      0.3761      0.8870      0.5000     -9.1640      0.5680     20.4990      0.0683     18.3805      0.0136      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   3.34   112.47675208200   -18.57579196350      0.1257      0.2946     -2.7930      0.3850      2.3800      0.4440     20.1006      0.0455     18.2863      0.0148      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
